new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,performance
1.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,17890.2
1.0,0.0,0.0,0.0,0.0,10.0,256.0,0.0,17666.6
1.0,0.0,0.0,0.0,0.0,20.0,256.0,0.0,17693.4
1.0,0.0,0.0,0.0,0.0,30.0,256.0,0.0,17662.2
1.0,0.0,0.0,0.0,0.0,40.0,256.0,0.0,17699.4
1.0,0.0,0.0,0.0,0.0,50.0,256.0,0.0,17683.8
1.0,0.0,0.0,0.0,0.0,60.0,256.0,0.0,17693.8
1.0,0.0,0.0,0.0,0.0,70.0,256.0,0.0,17801.4
1.0,0.0,0.0,0.0,0.0,80.0,256.0,0.0,17728.6
1.0,0.0,0.0,0.0,0.0,90.0,256.0,0.0,17716.0
1.0,0.0,0.0,0.0,0.0,100.0,256.0,0.0,17706.4
1.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,18049.4
1.0,0.0,0.0,0.0,0.0,10.0,512.0,0.0,17789.0
1.0,0.0,0.0,0.0,0.0,20.0,512.0,0.0,17739.8
1.0,0.0,0.0,0.0,0.0,30.0,512.0,0.0,17680.8
1.0,0.0,0.0,0.0,0.0,40.0,512.0,0.0,17670.6
1.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,17649.8
1.0,0.0,0.0,0.0,0.0,60.0,512.0,0.0,17647.6
1.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,17666.4
1.0,0.0,0.0,0.0,0.0,80.0,512.0,0.0,17709.6
1.0,0.0,0.0,0.0,0.0,90.0,512.0,0.0,17680.8
1.0,0.0,0.0,0.0,0.0,100.0,512.0,0.0,17739.6
1.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,17984.6
1.0,0.0,0.0,0.0,0.0,10.0,1024.0,0.0,17676.6
1.0,0.0,0.0,0.0,0.0,20.0,1024.0,0.0,17845.8
1.0,0.0,0.0,0.0,0.0,30.0,1024.0,0.0,17647.8
1.0,0.0,0.0,0.0,0.0,40.0,1024.0,0.0,17646.2
1.0,0.0,0.0,0.0,0.0,50.0,1024.0,0.0,17767.6
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,0.0,17698.4
1.0,0.0,0.0,0.0,0.0,70.0,1024.0,0.0,17706.0
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,0.0,17684.0
1.0,0.0,0.0,0.0,0.0,90.0,1024.0,0.0,17717.0
1.0,0.0,0.0,0.0,0.0,100.0,1024.0,0.0,17762.8
1.0,0.0,0.0,0.0,0.0,0.0,2048.0,0.0,17962.0
1.0,0.0,0.0,0.0,0.0,10.0,2048.0,0.0,17732.0
1.0,0.0,0.0,0.0,0.0,20.0,2048.0,0.0,17629.4
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,0.0,17696.0
1.0,0.0,0.0,0.0,0.0,40.0,2048.0,0.0,17698.8
1.0,0.0,0.0,0.0,0.0,50.0,2048.0,0.0,17758.4
1.0,0.0,0.0,0.0,0.0,60.0,2048.0,0.0,17684.8
1.0,0.0,0.0,0.0,0.0,70.0,2048.0,0.0,17699.6
1.0,0.0,0.0,0.0,0.0,80.0,2048.0,0.0,17808.2
1.0,0.0,0.0,0.0,0.0,90.0,2048.0,0.0,17714.4
1.0,0.0,0.0,0.0,0.0,100.0,2048.0,0.0,17677.4
1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,17907.8
1.0,0.0,0.0,0.0,0.0,10.0,4096.0,0.0,17665.8
1.0,0.0,0.0,0.0,0.0,20.0,4096.0,0.0,17663.0
1.0,0.0,0.0,0.0,0.0,30.0,4096.0,0.0,17773.0
1.0,0.0,0.0,0.0,0.0,40.0,4096.0,0.0,17680.0
1.0,0.0,0.0,0.0,0.0,50.0,4096.0,0.0,17707.4
1.0,0.0,0.0,0.0,0.0,60.0,4096.0,0.0,17755.4
1.0,0.0,0.0,0.0,0.0,70.0,4096.0,0.0,17780.8
1.0,0.0,0.0,0.0,0.0,80.0,4096.0,0.0,17679.4
1.0,0.0,0.0,0.0,0.0,90.0,4096.0,0.0,17651.8
1.0,0.0,0.0,0.0,0.0,100.0,4096.0,0.0,17707.6
1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,17940.4
1.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,17737.6
1.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,17654.0
1.0,0.0,0.0,0.0,0.0,30.0,1.0,2.0,17661.4
1.0,0.0,0.0,0.0,0.0,40.0,1.0,2.0,17653.6
1.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0,17614.8
1.0,0.0,0.0,0.0,0.0,60.0,1.0,2.0,17690.0
1.0,0.0,0.0,0.0,0.0,70.0,1.0,2.0,17675.0
1.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,17679.8
1.0,0.0,0.0,0.0,0.0,90.0,1.0,2.0,17669.4
1.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,17616.6
1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17953.2
1.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,17752.0
1.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,17649.8
1.0,0.0,0.0,0.0,0.0,30.0,2.0,2.0,17656.2
1.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,17637.8
1.0,0.0,0.0,0.0,0.0,50.0,2.0,2.0,17657.6
1.0,0.0,0.0,0.0,0.0,60.0,2.0,2.0,17696.8
1.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,17613.6
1.0,0.0,0.0,0.0,0.0,80.0,2.0,2.0,17663.0
1.0,0.0,0.0,0.0,0.0,90.0,2.0,2.0,17730.0
1.0,0.0,0.0,0.0,0.0,100.0,2.0,2.0,17636.2
1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,17998.2
1.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,17743.0
1.0,0.0,0.0,0.0,0.0,20.0,4.0,2.0,17662.4
1.0,0.0,0.0,0.0,0.0,30.0,4.0,2.0,17691.2
1.0,0.0,0.0,0.0,0.0,40.0,4.0,2.0,17650.4
1.0,0.0,0.0,0.0,0.0,50.0,4.0,2.0,17671.8
1.0,0.0,0.0,0.0,0.0,60.0,4.0,2.0,17617.8
1.0,0.0,0.0,0.0,0.0,70.0,4.0,2.0,17786.8
1.0,0.0,0.0,0.0,0.0,80.0,4.0,2.0,17715.0
1.0,0.0,0.0,0.0,0.0,90.0,4.0,2.0,17664.0
1.0,0.0,0.0,0.0,0.0,100.0,4.0,2.0,17669.4
1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,17905.0
1.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,17696.8
1.0,0.0,0.0,0.0,0.0,20.0,8.0,2.0,17642.6
1.0,0.0,0.0,0.0,0.0,30.0,8.0,2.0,17760.8
1.0,0.0,0.0,0.0,0.0,40.0,8.0,2.0,17727.2
1.0,0.0,0.0,0.0,0.0,50.0,8.0,2.0,17675.8
1.0,0.0,0.0,0.0,0.0,60.0,8.0,2.0,17676.2
1.0,0.0,0.0,0.0,0.0,70.0,8.0,2.0,17683.6
1.0,0.0,0.0,0.0,0.0,80.0,8.0,2.0,17680.8
1.0,0.0,0.0,0.0,0.0,90.0,8.0,2.0,17725.8
1.0,0.0,0.0,0.0,0.0,100.0,8.0,2.0,17710.4
1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,17965.0
1.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,17680.0
1.0,0.0,0.0,0.0,0.0,20.0,16.0,2.0,17657.8
1.0,0.0,0.0,0.0,0.0,30.0,16.0,2.0,17701.4
1.0,0.0,0.0,0.0,0.0,40.0,16.0,2.0,17736.8
1.0,0.0,0.0,0.0,0.0,50.0,16.0,2.0,17687.0
1.0,0.0,0.0,0.0,0.0,60.0,16.0,2.0,17653.8
1.0,0.0,0.0,0.0,0.0,70.0,16.0,2.0,17761.8
1.0,0.0,0.0,0.0,0.0,80.0,16.0,2.0,17683.0
1.0,0.0,0.0,0.0,0.0,90.0,16.0,2.0,17676.0
1.0,0.0,0.0,0.0,0.0,100.0,16.0,2.0,17678.0
1.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,17909.4
1.0,0.0,0.0,0.0,0.0,10.0,32.0,2.0,17700.0
1.0,0.0,0.0,0.0,0.0,20.0,32.0,2.0,17679.4
1.0,0.0,0.0,0.0,0.0,30.0,32.0,2.0,17687.2
1.0,0.0,0.0,0.0,0.0,40.0,32.0,2.0,17735.6
1.0,0.0,0.0,0.0,0.0,50.0,32.0,2.0,17729.8
1.0,0.0,0.0,0.0,0.0,60.0,32.0,2.0,17702.2
1.0,0.0,0.0,0.0,0.0,70.0,32.0,2.0,17744.0
1.0,0.0,0.0,0.0,0.0,80.0,32.0,2.0,17731.4
1.0,0.0,0.0,0.0,0.0,90.0,32.0,2.0,17655.4
1.0,0.0,0.0,0.0,0.0,100.0,32.0,2.0,17800.6
1.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,17969.4
1.0,0.0,0.0,0.0,0.0,10.0,64.0,2.0,17738.8
1.0,0.0,0.0,0.0,0.0,20.0,64.0,2.0,17742.6
1.0,0.0,0.0,0.0,0.0,30.0,64.0,2.0,17756.6
1.0,0.0,0.0,0.0,0.0,40.0,64.0,2.0,17705.4
1.0,0.0,0.0,0.0,0.0,50.0,64.0,2.0,17729.0
1.0,0.0,0.0,0.0,0.0,60.0,64.0,2.0,17670.4
1.0,0.0,0.0,0.0,0.0,70.0,64.0,2.0,17703.0
1.0,0.0,0.0,0.0,0.0,80.0,64.0,2.0,17760.8
1.0,0.0,0.0,0.0,0.0,90.0,64.0,2.0,17794.2
1.0,0.0,0.0,0.0,0.0,100.0,64.0,2.0,17737.2
1.0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,17960.2
1.0,0.0,0.0,0.0,0.0,10.0,128.0,2.0,17736.2
1.0,0.0,0.0,0.0,0.0,20.0,128.0,2.0,17696.0
1.0,0.0,0.0,0.0,0.0,30.0,128.0,2.0,17776.6
1.0,0.0,0.0,0.0,0.0,40.0,128.0,2.0,17628.8
1.0,0.0,0.0,0.0,0.0,50.0,128.0,2.0,17756.6
1.0,0.0,0.0,0.0,0.0,60.0,128.0,2.0,17658.4
1.0,0.0,0.0,0.0,0.0,70.0,128.0,2.0,17693.0
1.0,0.0,0.0,0.0,0.0,80.0,128.0,2.0,17696.6
1.0,0.0,0.0,0.0,0.0,90.0,128.0,2.0,17737.0
1.0,0.0,0.0,0.0,0.0,100.0,128.0,2.0,17720.0
1.0,0.0,0.0,0.0,0.0,0.0,256.0,2.0,17953.2
1.0,0.0,0.0,0.0,0.0,10.0,256.0,2.0,17694.8
1.0,0.0,0.0,0.0,0.0,20.0,256.0,2.0,17690.0
1.0,0.0,0.0,0.0,0.0,30.0,256.0,2.0,17675.2
1.0,0.0,0.0,0.0,0.0,40.0,256.0,2.0,17662.8
1.0,0.0,0.0,0.0,0.0,50.0,256.0,2.0,17750.4
1.0,0.0,0.0,0.0,0.0,60.0,256.0,2.0,17708.8
1.0,0.0,0.0,0.0,0.0,70.0,256.0,2.0,17702.8
1.0,0.0,0.0,0.0,0.0,80.0,256.0,2.0,17777.6
1.0,0.0,0.0,0.0,0.0,90.0,256.0,2.0,17668.0
1.0,0.0,0.0,0.0,0.0,100.0,256.0,2.0,17696.4
1.0,0.0,0.0,0.0,0.0,0.0,512.0,2.0,17897.4
1.0,0.0,0.0,0.0,0.0,10.0,512.0,2.0,17664.2
1.0,0.0,0.0,0.0,0.0,20.0,512.0,2.0,17724.0
1.0,0.0,0.0,0.0,0.0,30.0,512.0,2.0,17723.6
1.0,0.0,0.0,0.0,0.0,40.0,512.0,2.0,17672.8
1.0,0.0,0.0,0.0,0.0,50.0,512.0,2.0,17798.0
1.0,0.0,0.0,0.0,0.0,60.0,512.0,2.0,17683.4
1.0,0.0,0.0,0.0,0.0,70.0,512.0,2.0,17696.2
1.0,0.0,0.0,0.0,0.0,80.0,512.0,2.0,17680.4
1.0,0.0,0.0,0.0,0.0,90.0,512.0,2.0,17722.2
1.0,0.0,0.0,0.0,0.0,100.0,512.0,2.0,17739.6
1.0,0.0,0.0,0.0,0.0,0.0,1024.0,2.0,17912.2
1.0,0.0,0.0,0.0,0.0,10.0,1024.0,2.0,17685.8
1.0,0.0,0.0,0.0,0.0,20.0,1024.0,2.0,17742.8
1.0,0.0,0.0,0.0,0.0,30.0,1024.0,2.0,17708.2
1.0,0.0,0.0,0.0,0.0,40.0,1024.0,2.0,17682.4
1.0,0.0,0.0,0.0,0.0,50.0,1024.0,2.0,17740.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,2.0,17726.0
1.0,0.0,0.0,0.0,0.0,70.0,1024.0,2.0,17705.4
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,2.0,17691.8
1.0,0.0,0.0,0.0,0.0,90.0,1024.0,2.0,17697.4
1.0,0.0,0.0,0.0,0.0,100.0,1024.0,2.0,17758.0
1.0,0.0,0.0,0.0,0.0,0.0,2048.0,2.0,17977.4
1.0,0.0,0.0,0.0,0.0,10.0,2048.0,2.0,17703.8
1.0,0.0,0.0,0.0,0.0,20.0,2048.0,2.0,17720.0
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,2.0,17747.0
1.0,0.0,0.0,0.0,0.0,40.0,2048.0,2.0,17700.4
1.0,0.0,0.0,0.0,0.0,50.0,2048.0,2.0,17696.4
1.0,0.0,0.0,0.0,0.0,60.0,2048.0,2.0,17711.4
1.0,0.0,0.0,0.0,0.0,70.0,2048.0,2.0,17779.0
1.0,0.0,0.0,0.0,0.0,80.0,2048.0,2.0,17719.0
1.0,0.0,0.0,0.0,0.0,90.0,2048.0,2.0,17767.8
1.0,0.0,0.0,0.0,0.0,100.0,2048.0,2.0,17715.8
1.0,0.0,0.0,0.0,0.0,0.0,4096.0,2.0,17891.8
1.0,0.0,0.0,0.0,0.0,10.0,4096.0,2.0,17725.4
1.0,0.0,0.0,0.0,0.0,20.0,4096.0,2.0,17711.6
1.0,0.0,0.0,0.0,0.0,30.0,4096.0,2.0,17637.0
1.0,0.0,0.0,0.0,0.0,40.0,4096.0,2.0,17686.0
1.0,0.0,0.0,0.0,0.0,50.0,4096.0,2.0,17723.2
1.0,0.0,0.0,0.0,0.0,60.0,4096.0,2.0,17682.2
1.0,0.0,0.0,0.0,0.0,70.0,4096.0,2.0,17729.2
1.0,0.0,0.0,0.0,0.0,80.0,4096.0,2.0,17847.6
1.0,0.0,0.0,0.0,0.0,90.0,4096.0,2.0,17742.0
1.0,0.0,0.0,0.0,0.0,100.0,4096.0,2.0,17668.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,18449.2
1.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,15267.6
1.0,0.0,0.0,0.0,0.0,20.0,1.0,4.0,15237.2
1.0,0.0,0.0,0.0,0.0,30.0,1.0,4.0,15302.0
1.0,0.0,0.0,0.0,0.0,40.0,1.0,4.0,15318.8
1.0,0.0,0.0,0.0,0.0,50.0,1.0,4.0,15250.8
1.0,0.0,0.0,0.0,0.0,60.0,1.0,4.0,15235.0
1.0,0.0,0.0,0.0,0.0,70.0,1.0,4.0,15223.6
1.0,0.0,0.0,0.0,0.0,80.0,1.0,4.0,15237.0
1.0,0.0,0.0,0.0,0.0,90.0,1.0,4.0,15215.2
1.0,0.0,0.0,0.0,0.0,100.0,1.0,4.0,15213.8
1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18547.8
1.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,13324.2
1.0,0.0,0.0,0.0,0.0,20.0,2.0,4.0,13349.4
1.0,0.0,0.0,0.0,0.0,30.0,2.0,4.0,13261.6
1.0,0.0,0.0,0.0,0.0,40.0,2.0,4.0,13272.8
1.0,0.0,0.0,0.0,0.0,50.0,2.0,4.0,13260.8
1.0,0.0,0.0,0.0,0.0,60.0,2.0,4.0,13260.8
1.0,0.0,0.0,0.0,0.0,70.0,2.0,4.0,13280.2
1.0,0.0,0.0,0.0,0.0,80.0,2.0,4.0,13281.6
1.0,0.0,0.0,0.0,0.0,90.0,2.0,4.0,13235.8
1.0,0.0,0.0,0.0,0.0,100.0,2.0,4.0,13242.4
1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18430.2
1.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,12477.0
1.0,0.0,0.0,0.0,0.0,20.0,4.0,4.0,12476.8
1.0,0.0,0.0,0.0,0.0,30.0,4.0,4.0,12441.8
1.0,0.0,0.0,0.0,0.0,40.0,4.0,4.0,12514.6
1.0,0.0,0.0,0.0,0.0,50.0,4.0,4.0,12440.4
1.0,0.0,0.0,0.0,0.0,60.0,4.0,4.0,12411.2
1.0,0.0,0.0,0.0,0.0,70.0,4.0,4.0,12434.6
1.0,0.0,0.0,0.0,0.0,80.0,4.0,4.0,12546.2
1.0,0.0,0.0,0.0,0.0,90.0,4.0,4.0,12418.0
1.0,0.0,0.0,0.0,0.0,100.0,4.0,4.0,12434.0
1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,18429.6
1.0,0.0,0.0,0.0,0.0,10.0,8.0,4.0,12317.6
1.0,0.0,0.0,0.0,0.0,20.0,8.0,4.0,12258.0
1.0,0.0,0.0,0.0,0.0,30.0,8.0,4.0,12149.0
1.0,0.0,0.0,0.0,0.0,40.0,8.0,4.0,12138.2
1.0,0.0,0.0,0.0,0.0,50.0,8.0,4.0,12164.0
1.0,0.0,0.0,0.0,0.0,60.0,8.0,4.0,12106.0
1.0,0.0,0.0,0.0,0.0,70.0,8.0,4.0,12032.2
1.0,0.0,0.0,0.0,0.0,80.0,8.0,4.0,12153.6
1.0,0.0,0.0,0.0,0.0,90.0,8.0,4.0,12123.4
1.0,0.0,0.0,0.0,0.0,100.0,8.0,4.0,12108.8
1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,18463.4
1.0,0.0,0.0,0.0,0.0,10.0,16.0,4.0,12382.4
1.0,0.0,0.0,0.0,0.0,20.0,16.0,4.0,12000.0
1.0,0.0,0.0,0.0,0.0,30.0,16.0,4.0,11924.6
1.0,0.0,0.0,0.0,0.0,40.0,16.0,4.0,11900.8
1.0,0.0,0.0,0.0,0.0,50.0,16.0,4.0,11918.2
1.0,0.0,0.0,0.0,0.0,60.0,16.0,4.0,11883.8
1.0,0.0,0.0,0.0,0.0,70.0,16.0,4.0,11845.2
1.0,0.0,0.0,0.0,0.0,80.0,16.0,4.0,11900.2
1.0,0.0,0.0,0.0,0.0,90.0,16.0,4.0,11842.4
1.0,0.0,0.0,0.0,0.0,100.0,16.0,4.0,11903.4
1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,18420.6
1.0,0.0,0.0,0.0,0.0,10.0,32.0,4.0,12395.2
1.0,0.0,0.0,0.0,0.0,20.0,32.0,4.0,12029.2
1.0,0.0,0.0,0.0,0.0,30.0,32.0,4.0,11864.2
1.0,0.0,0.0,0.0,0.0,40.0,32.0,4.0,11883.4
1.0,0.0,0.0,0.0,0.0,50.0,32.0,4.0,11838.0
1.0,0.0,0.0,0.0,0.0,60.0,32.0,4.0,11758.2
1.0,0.0,0.0,0.0,0.0,70.0,32.0,4.0,11820.4
1.0,0.0,0.0,0.0,0.0,80.0,32.0,4.0,11825.0
1.0,0.0,0.0,0.0,0.0,90.0,32.0,4.0,11818.8
1.0,0.0,0.0,0.0,0.0,100.0,32.0,4.0,11802.8
1.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,18551.0
1.0,0.0,0.0,0.0,0.0,10.0,64.0,4.0,12437.6
1.0,0.0,0.0,0.0,0.0,20.0,64.0,4.0,12006.2
1.0,0.0,0.0,0.0,0.0,30.0,64.0,4.0,11908.0
1.0,0.0,0.0,0.0,0.0,40.0,64.0,4.0,11896.8
1.0,0.0,0.0,0.0,0.0,50.0,64.0,4.0,11784.0
1.0,0.0,0.0,0.0,0.0,60.0,64.0,4.0,11769.2
1.0,0.0,0.0,0.0,0.0,70.0,64.0,4.0,11874.4
1.0,0.0,0.0,0.0,0.0,80.0,64.0,4.0,11810.4
1.0,0.0,0.0,0.0,0.0,90.0,64.0,4.0,11753.4
1.0,0.0,0.0,0.0,0.0,100.0,64.0,4.0,11711.0
1.0,0.0,0.0,0.0,0.0,0.0,128.0,4.0,18462.8
1.0,0.0,0.0,0.0,0.0,10.0,128.0,4.0,12329.4
1.0,0.0,0.0,0.0,0.0,20.0,128.0,4.0,12011.8
1.0,0.0,0.0,0.0,0.0,30.0,128.0,4.0,11856.8
1.0,0.0,0.0,0.0,0.0,40.0,128.0,4.0,11858.0
1.0,0.0,0.0,0.0,0.0,50.0,128.0,4.0,11802.8
1.0,0.0,0.0,0.0,0.0,60.0,128.0,4.0,11765.2
1.0,0.0,0.0,0.0,0.0,70.0,128.0,4.0,11810.0
1.0,0.0,0.0,0.0,0.0,80.0,128.0,4.0,11817.8
1.0,0.0,0.0,0.0,0.0,90.0,128.0,4.0,11834.0
1.0,0.0,0.0,0.0,0.0,100.0,128.0,4.0,11750.2
